interval_start_timestamp,channel_name,channel_id,participators,communicators,messages_sent,pct_participated_in_channel,pct_communicated_in_channel
2023-06-10T00:00:00+00:00,'mods-team',898722155007737887,11,1,4,1.1815252416756177,0.5747126436781608
2023-06-10T00:00:00+00:00,'📣・avisos',918131494671745054,331,2,14,35.5531686358754,1.1494252873563218
2023-06-10T00:00:00+00:00,'😂・memes',918131532210786324,11,4,4,1.1815252416756177,2.2988505747126435
2023-06-10T00:00:00+00:00,'👾・off-topic',918131568889978890,6,3,4,0.644468313641246,1.7241379310344829
2023-06-10T00:00:00+00:00,'🇺🇸・english-only',918131609490829312,17,7,75,1.825993555316864,4.0229885057471275
2023-06-10T00:00:00+00:00,'🎉・boas-vindas',923218088516792362,166,32,278,17.830290010741138,18.39080459770115
2023-06-10T00:00:00+00:00,'🔗・links-oficiais',923218454843113633,17,1,1,1.825993555316864,0.5747126436781608
2023-06-10T00:00:00+00:00,'👋🏼・apresente-se',923218912613634049,51,31,47,5.477980665950591,17.816091954022987
2023-06-10T00:00:00+00:00,'🌞・gm',923218966120378379,25,32,107,2.6852846401718584,18.39080459770115
2023-06-10T00:00:00+00:00,'🏆・ranking',923219100765921320,36,16,22,3.866809881847476,9.195402298850574
2023-06-10T00:00:00+00:00,'🌎・sites',923219688819937310,7,4,4,0.7518796992481201,2.2988505747126435
2023-06-10T00:00:00+00:00,'🗓・eventos',923219716317773905,7,4,4,0.7518796992481201,2.2988505747126435
2023-06-10T00:00:00+00:00,'🤖・currículos',923219744977469460,14,5,5,1.5037593984962403,2.8735632183908044
2023-06-10T00:00:00+00:00,'🆘・peça-ajuda',923219845301030932,47,23,45,5.048335123523094,13.218390804597702
2023-06-10T00:00:00+00:00,'💡・sugestões',923219873063120986,9,7,12,0.966702470461869,4.0229885057471275
2023-06-10T00:00:00+00:00,'⭐・elogios',923219932232167434,12,8,11,1.288936627282492,4.597701149425287
2023-06-10T00:00:00+00:00,'🎥・videos',923753726185992292,3,2,2,0.322234156820623,1.1494252873563218
2023-06-10T00:00:00+00:00,'📆・calendário',923761657191223307,206,0,0,22.12674543501611,
2023-06-10T00:00:00+00:00,'admin-channel',926627869763981383,1,1,66,0.1074113856068743,0.5747126436781608
2023-06-10T00:00:00+00:00,'🌐・pod-tradução',927127125314666527,22,11,68,2.363050483351236,6.32183908045977
2023-06-10T00:00:00+00:00,'window-finance',927591853895852132,1,0,0,0.1074113856068743,
